Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Wildlife: Size,Conditions: Sky,Wildlife: Species,Pilot warned of birds or wildlife?,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
208159,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-80,Over 100,424,Unknown,7/25/01 0:00,Caused damage,2,AMERICAN AIRLINES,Texas,Landing Roll,Unknown,False,False,Small,Some Cloud,Rock pigeon,Y,0.0,0.0,0,No
207601,Airplane,LAKEFRONT AIRPORT,< 1000 ft,C-500,Over 100,261,Unknown,9/14/01 0:00,No damage,2,BUSINESS,Louisiana,Approach,Unknown,False,False,Small,No Cloud,European starling,N,0.0,50.0,0,No
215953,Airplane,SEATTLE-TACOMA INTL,< 1000 ft,B-737-400,Over 100,806,Precautionary Landing,9/5/02 0:00,No damage,2,ALASKA AIRLINES,Washington,Climb,Unknown,True,False,Small,Some Cloud,European starling,Y,0.0,50.0,0,Yes
219878,Airplane,NORFOLK INTL,< 1000 ft,CL-RJ100/200,Over 100,942,Unknown,6/23/03 0:00,No damage,2,COMAIR AIRLINES,Virginia,Approach,Unknown,False,False,Small,No Cloud,European starling,N,0.0,50.0,0,No
218432,Airplane,GUAYAQUIL/S BOLIVAR,< 1000 ft,A-300,Over 100,537,Unknown,7/24/03 0:00,No damage,2,AMERICAN AIRLINES,Unknown,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,No
221697,Airplane,NEW CASTLE COUNTY,< 1000 ft,LEARJET-25,Over 100,227,Other,8/17/03 0:00,Caused damage,2,BUSINESS,Delaware,Climb,Unknown,True,True,Small,No Cloud,European starling,N,1481711.0,150.0,0,No
236635,Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,A-320,Over 100,320,Other,3/1/06 0:00,Caused damage,2,UNITED AIRLINES,DC,Approach,Unknown,True,False,Small,Some Cloud,European starling,Y,1483141.0,100.0,0,No
207369,Airplane,ATLANTA INTL,< 1000 ft,DC-9-30,2 to 10,9,Aborted Take-off,1/6/00 0:00,No damage,2,AIRTRAN AIRWAYS,Georgia,Take-off run,Unknown,False,False,Small,Some Cloud,Rock pigeon,N,0.0,0.0,0,No
204371,Airplane,ORLANDO SANFORD INTL AIRPORT,< 1000 ft,A-330,2 to 10,4,Unknown,1/7/00 0:00,No damage,2,AIRTOURS INTL,Florida,Landing Roll,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,0.0,0,No
201589,Airplane,ONTARIO INTL ARPT,< 1000 ft,A-320,2 to 10,3,Unknown,1/8/00 0:00,No damage,2,AMERICA WEST AIRLINES,California,Approach,Unknown,False,False,Small,Some Cloud,Rock pigeon,N,0.0,200.0,0,No
200220,Airplane,GROTON-NEW LONDON AR,< 1000 ft,C-421,2 to 10,2,Unknown,1/30/00 0:00,No damage,2,BUSINESS,Connecticut,Landing Roll,Unknown,False,False,Small,Overcast,Unknown bird - small,N,0.0,0.0,0,No
203756,Airplane,THEODORE FRANCIS GREEN STATE,< 1000 ft,B-737-200,2 to 10,5,Unknown,1/30/00 0:00,No damage,2,US AIRWAYS*,Rhode Island,Approach,Unknown,False,False,Small,No Cloud,European starling,N,0.0,50.0,0,Yes
204061,Airplane,KANSAS CITY INTL,< 1000 ft,MD-80,2 to 10,5,Unknown,2/1/00 0:00,No damage,2,TRANS WORLD AIRLINES,Missouri,Approach,Unknown,False,False,Large,Some Cloud,Snow goose,Y,0.0,500.0,0,No
202604,Airplane,LIHUE ARPT,< 1000 ft,DC-9-50,2 to 10,9,Unknown,2/11/00 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Take-off run,Unknown,False,False,Small,No Cloud,Black-headed munia,Y,0.0,0.0,0,No
201044,Airplane,PHOENIX SKY HARBOR,< 1000 ft,B-737,2 to 10,9,Unknown,2/12/00 0:00,No damage,2,AMERICA WEST AIRLINES,Arizona,Landing Roll,Unknown,False,False,Small,Overcast,Rock pigeon,N,0.0,0.0,0,Yes
202254,Airplane,NASHVILLE INTL,< 1000 ft,B-737-400,2 to 10,5,Unknown,2/18/00 0:00,No damage,2,US AIRWAYS*,Tennessee,Climb,Unknown,False,False,Small,Some Cloud,European starling,N,0.0,800.0,0,Yes
205346,Airplane,JIM HAMILTON L B OWENS ARPT,< 1000 ft,C-560,2 to 10,6,Unknown,2/23/00 0:00,Caused damage,2,BUSINESS,South Carolina,Climb,Unknown,False,False,Small,Some Cloud,Rock pigeon,N,0.0,500.0,0,No
201013,Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,B-737-400,2 to 10,4,Unknown,2/29/00 0:00,No damage,2,AIR TRANSAT,Florida,Landing Roll,Unknown,False,False,Large,Some Cloud,Sandhill crane,Y,0.0,0.0,0,Yes
202226,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,MD-82,2 to 10,5,Unknown,3/6/00 0:00,No damage,2,CONTINENTAL AIRLINES,New Jersey,Landing Roll,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,0.0,0,No
204404,Airplane,ASPEN-PITKIN CO/SARD,< 1000 ft,HAWKER 800,2 to 10,3,Unknown,3/6/00 0:00,No damage,2,EXECUTIVE JET AVIATION,Colorado,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,8600.0,20.0,0,No
202138,Airplane,ROCHESTER INTL,< 1000 ft,FOKKER F28 MK 1000,2 to 10,4,Precautionary Landing,3/6/00 0:00,No damage,2,AMERICAN AIRLINES,Minnesota,Climb,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,200.0,0,No
201983,Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,B-757-200,2 to 10,4,Unknown,3/7/00 0:00,No damage,2,NORTHWEST AIRLINES,Minnesota,Approach,Rain,False,False,Small,Overcast,Unknown bird - small,N,0.0,75.0,0,Yes
200247,Airplane,PUEBLO MEMORIAL ARPT,< 1000 ft,HAWKER 800,2 to 10,5,Unknown,3/11/00 0:00,No damage,2,BUSINESS,Colorado,Approach,Unknown,False,False,Small,No Cloud,Western meadowlark,N,0.0,10.0,0,No
201387,Airplane,WESTCHESTER COUNTY ARPT,< 1000 ft,EMB-135,2 to 10,5,Unknown,3/13/00 0:00,No damage,2,CONTINENTAL AIRLINES,New York,Climb,Unknown,False,False,Medium,No Cloud,Ring-billed gull,Y,0.0,10.0,0,No
203390,Airplane,TAHITI FAAA,< 1000 ft,DC-10-30,2 to 10,7,Unknown,3/15/00 0:00,Caused damage,3,HAWAIIAN AIR,Unknown,Landing Roll,Unknown,False,False,Medium,Some Cloud,Unknown bird - medium,N,0.0,0.0,0,Yes
203936,Airplane,ORLANDO INTL,< 1000 ft,SAAB-340,2 to 10,9,Aborted Take-off,3/18/00 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Florida,Take-off run,Unknown,False,False,Medium,Some Cloud,Ring-billed gull,Y,0.0,0.0,0,No
203938,Airplane,MYRTLE BEACH INTL,< 1000 ft,B-737,2 to 10,8,Unknown,3/22/00 0:00,Caused damage,2,US AIRWAYS*,South Carolina,Landing Roll,Unknown,True,False,Large,Some Cloud,Turkey vulture,N,0.0,0.0,0,Yes
200130,Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,DC-9-10,2 to 10,5,Engine Shut Down,3/23/00 0:00,Caused damage,2,NORTHWEST AIRLINES,Minnesota,Climb,Unknown,False,False,Large,Overcast,Tundra swan,Y,35146.0,800.0,0,No
201524,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-747-1/200,2 to 10,9,Unknown,4/2/00 0:00,No damage,4,NORTHWEST AIRLINES,California,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,0.0,0,No
207027,Airplane,CENTRAL WISCONSIN ARPT,< 1000 ft,SAAB-340,2 to 10,2,Unknown,4/4/00 0:00,No damage,2,MESABA AIRLINES,Wisconsin,Approach,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,50.0,0,No
202816,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,DC-9,2 to 10,4,Unknown,4/8/00 0:00,Caused damage,2,US AIRWAYS*,Michigan,Climb,Unknown,False,False,Medium,Some Cloud,Unknown bird - medium,N,0.0,100.0,0,No
200828,Airplane,MYRTLE BEACH INTL,< 1000 ft,DC-9,2 to 10,10,Unknown,4/9/00 0:00,No damage,2,AIRTRAN AIRWAYS,South Carolina,Climb,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,100.0,0,No
203262,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-737-500,2 to 10,10,Unknown,4/12/00 0:00,No damage,2,UNITED AIRLINES,California,Approach,Unknown,False,False,Small,Some Cloud,Killdeer,Y,1336.0,50.0,0,Yes
200681,Airplane,TOLEDO EXPRESS ARPT,< 1000 ft,CL-RJ100/200,2 to 10,3,Other,4/13/00 0:00,Caused damage,2,COMAIR AIRLINES,Ohio,Landing Roll,Unknown,False,False,Large,Some Cloud,Canada goose,N,10691.0,0.0,0,No
202210,Airplane,METRO OAKLAND INTL,< 1000 ft,B-737-700,2 to 10,2,Unknown,4/16/00 0:00,No damage,2,ALOHA AIRLINES,California,Landing Roll,Unknown,False,False,Small,Some Cloud,Western sandpiper,Y,1069.0,0.0,0,Yes
202062,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,B-757-200,2 to 10,2,Unknown,4/21/00 0:00,No damage,2,DELTA AIR LINES,Alabama,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,500.0,0,Yes
200155,Airplane,BEVERLY MUNICIPAL ARPT,< 1000 ft,C-560,2 to 10,8,Aborted Take-off,4/25/00 0:00,No damage,2,BUSINESS,Massachusetts,Take-off run,Unknown,False,False,Large,Some Cloud,Wild turkey,N,0.0,0.0,0,No
201230,Airplane,TED STEVENS ANCHORAGE INTL,< 1000 ft,B-757-200,2 to 10,3,Unknown,4/29/00 0:00,No damage,2,DELTA AIR LINES,Alaska,Approach,Unknown,False,False,Small,Overcast,Lapland longspur,Y,0.0,30.0,0,Yes
201990,Airplane,INDIANAPOLIS INTL,< 1000 ft,DC-9-30,2 to 10,5,Unknown,5/3/00 0:00,No damage,2,US AIRWAYS*,Indiana,Landing Roll,Unknown,False,False,Small,No Cloud,European starling,N,0.0,0.0,0,No
202887,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-737-500,2 to 10,7,Unknown,5/4/00 0:00,No damage,2,UNITED AIRLINES,California,Landing Roll,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,0.0,0,Yes
200068,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,B-767-300,2 to 10,5,Unknown,5/9/00 0:00,No damage,2,UPS AIRLINES,Kentucky,Approach,Unknown,False,False,Small,Overcast,Unknown bird - small,Y,0.0,75.0,0,Yes
209758,Airplane,PORTLAND INTL (OR),< 1000 ft,DC-10,2 to 10,3,Unknown,5/10/00 0:00,No damage,3,FEDEX EXPRESS,Oregon,Landing Roll,Unknown,False,False,Medium,Overcast,Mallard,Y,0.0,0.0,0,No
200785,Airplane,STEWART INTL AIRPORT,< 1000 ft,FOKKER F100,2 to 10,4,Unknown,5/13/00 0:00,No damage,2,AMERICAN AIRLINES,New York,Climb,Unknown,False,False,Medium,Some Cloud,Herring gull,N,0.0,50.0,0,No
201283,Airplane,LOS ANGELES INTL,< 1000 ft,SAAB-340,2 to 10,7,Aborted Take-off,5/15/00 0:00,Caused damage,2,AMERICAN EAGLE AIRLINES,California,Take-off run,Unknown,False,False,Small,Some Cloud,Rock pigeon,N,801820.0,0.0,0,No
200893,Airplane,BURKE LAKEFRONT,< 1000 ft,PA-31 NAVAJO,2 to 10,10,Unknown,5/19/00 0:00,No damage,2,BUSINESS,Ohio,Landing Roll,Rain,False,False,Medium,Overcast,Herring gull,Y,0.0,0.0,0,No
203391,Airplane,PHILADELPHIA INTL,< 1000 ft,FOKKER F100,2 to 10,3,Unknown,5/23/00 0:00,No damage,2,AMERICAN AIRLINES,Pennsylvania,Approach,Unknown,False,False,Medium,Overcast,Unknown bird - medium,Y,0.0,850.0,0,No
207700,Airplane,METRO OAKLAND INTL,< 1000 ft,B-737-300,2 to 10,7,Unknown,5/28/00 0:00,No damage,2,UNITED AIRLINES,California,Climb,Unknown,False,False,Small,Some Cloud,Rock pigeon,Y,0.0,30.0,0,Yes
201771,Airplane,CAPITAL CITY (MI),< 1000 ft,SAAB-340,2 to 10,7,Unknown,5/29/00 0:00,No damage,2,CHAUTAUQUA AIRLINES,Michigan,Take-off run,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,0.0,0,No
203389,Airplane,CAPITAL (BEIJING),< 1000 ft,B-727,2 to 10,4,Unknown,5/29/00 0:00,No damage,3,DELTA AIR LINES,Unknown,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,300.0,0,No
202886,Airplane,SAVANNAH INTL,< 1000 ft,EMB-145,2 to 10,2,Unknown,6/1/00 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Georgia,Take-off run,Fog,False,False,Small,Overcast,Unknown bird - small,Y,0.0,0.0,0,No
201053,Airplane,PHILADELPHIA INTL,< 1000 ft,A-320,2 to 10,10,Unknown,6/3/00 0:00,No damage,2,AMERICA WEST AIRLINES,Pennsylvania,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,500.0,0,No
203804,Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,BA-31 JETSTR,2 to 10,9,Unknown,6/6/00 0:00,No damage,2,ATLANTIC COAST AIRLINES,DC,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,150.0,0,No
202701,Airplane,BURKE LAKEFRONT,< 1000 ft,LEARJET-35,2 to 10,3,Unknown,6/6/00 0:00,No damage,2,BUSINESS,Ohio,Landing Roll,Unknown,False,False,Medium,Some Cloud,Ring-billed gull,Y,0.0,0.0,0,No
202151,Airplane,HILO INTL ARPT,< 1000 ft,DC-9-50,2 to 10,10,Unknown,6/7/00 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Landing Roll,Unknown,False,False,Small,Some Cloud,Common myna,N,0.0,0.0,0,No
205305,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,MD-88,2 to 10,5,Precautionary Landing,6/8/00 0:00,No damage,2,DELTA AIR LINES,Florida,Climb,Unknown,False,False,Small,Some Cloud,Unknown bird - small,Y,0.0,10.0,0,No
203483,Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,B-737,2 to 10,2,Unknown,6/9/00 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Landing Roll,Unknown,False,False,Small,Overcast,Unknown bird - small,N,0.0,0.0,0,Yes
204287,Airplane,LOGAN INTL,< 1000 ft,B-737-300,2 to 10,4,Precautionary Landing,6/11/00 0:00,Caused damage,2,US AIRWAYS*,Massachusetts,Climb,Unknown,False,False,Large,Overcast,Unknown bird - large,N,211146.0,800.0,0,Yes
200031,Airplane,DENVER INTL AIRPORT,< 1000 ft,BE-1900,2 to 10,9,Unknown,6/12/00 0:00,No damage,2,GREAT LAKES AIRLINES,Colorado,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,500.0,0,No
201214,Airplane,SAVANNAH INTL,< 1000 ft,B-757-200,2 to 10,8,Unknown,6/14/00 0:00,No damage,2,DELTA AIR LINES,Georgia,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,Yes
201505,Airplane,KALAMAZOO/BATTLE CREEK INTL,< 1000 ft,CL-RJ100/200,2 to 10,7,Unknown,6/15/00 0:00,No damage,2,COMAIR AIRLINES,Michigan,Approach,Unknown,False,False,Small,Some Cloud,European starling,N,0.0,40.0,0,No
204115,Airplane,NORFOLK INTL,< 1000 ft,IAI-1124,2 to 10,9,Precautionary Landing,6/16/00 0:00,No damage,2,UNKNOWN,Virginia,Take-off run,Unknown,False,False,Medium,Some Cloud,Unknown bird - medium,N,0.0,0.0,0,No
202139,Airplane,GERALD R FORD INTL,< 1000 ft,DC-9-40,2 to 10,5,Unknown,6/20/00 0:00,No damage,2,NORTHWEST AIRLINES,Michigan,Landing Roll,Rain,False,False,Small,Overcast,Red-winged blackbird,N,0.0,0.0,0,No
203968,Airplane,INDIANAPOLIS INTL,< 1000 ft,B-757-200,2 to 10,2,Unknown,6/21/00 0:00,No damage,2,AMERICA WEST AIRLINES,Indiana,Landing Roll,Unknown,False,False,Small,Some Cloud,American kestrel,Y,0.0,0.0,0,Yes
202994,Airplane,FORT SMITH MUNICIPAL ARPT,< 1000 ft,C-172,2 to 10,10,Unknown,6/25/00 0:00,No damage,1,BUSINESS,Arkansas,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,20.0,0,No
202602,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,BE-1900,2 to 10,10,Unknown,6/25/00 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Landing Roll,Unknown,False,False,Small,Some Cloud,European starling,Y,0.0,0.0,0,No
203143,Airplane,ATLANTA INTL,< 1000 ft,BA-31 JETSTR,2 to 10,5,Unknown,6/27/00 0:00,Caused damage,2,BUSINESS,Georgia,Landing Roll,Unknown,False,False,Medium,Some Cloud,Unknown bird - medium,N,40091.0,0.0,0,No
203243,Airplane,HESLER-NOBLE FIELD ARPT,< 1000 ft,LEARJET-31,2 to 10,3,Precautionary Landing,6/28/00 0:00,Caused damage,2,BUSINESS,Mississippi,Climb,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,N,0.0,100.0,0,No
204609,Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,CL-RJ100/200,2 to 10,5,Aborted Take-off,6/29/00 0:00,No damage,2,AIR WISCONSIN AIRLINES,Illinois,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,0.0,0,No
201335,Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,C-402,2 to 10,6,Aborted Take-off,6/30/00 0:00,No damage,2,CAPE AIR,Florida,Take-off run,Unknown,False,False,Small,Some Cloud,Killdeer,Y,0.0,0.0,0,No
202613,Airplane,PENSACOLA REGIONAL,< 1000 ft,SHORTS SC7,2 to 10,5,Unknown,7/6/00 0:00,No damage,2,UNKNOWN,Florida,Climb,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,20.0,0,No
200807,Airplane,PHILADELPHIA INTL,< 1000 ft,MD-88,2 to 10,4,Unknown,7/7/00 0:00,No damage,2,DELTA AIR LINES,Pennsylvania,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,100.0,0,No
202419,Airplane,BALTIMORE WASH INTL,< 1000 ft,B-757-200,2 to 10,6,Unknown,7/7/00 0:00,No damage,2,UNITED AIRLINES,Maryland,Climb,Unknown,False,False,Small,Some Cloud,Mourning dove,Y,0.0,100.0,0,Yes
200696,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-737-800,2 to 10,3,Unknown,7/10/00 0:00,No damage,2,CONTINENTAL AIRLINES,California,Climb,Unknown,False,False,Small,No Cloud,Rock pigeon,Y,0.0,10.0,0,Yes
200108,Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,A-319,2 to 10,2,Unknown,7/10/00 0:00,No damage,2,UNITED AIRLINES,DC,Landing Roll,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,Y,0.0,0.0,0,No
203355,Airplane,LAURENCE G HANSCOM,< 1000 ft,CITATION II,2 to 10,9,Unknown,7/10/00 0:00,No damage,2,BUSINESS,Massachusetts,Landing Roll,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,334.0,0.0,0,No
202117,Airplane,PANAMA CITY - BAY COUNTY INTL,< 1000 ft,ATR-72,2 to 10,9,Unknown,7/11/00 0:00,No damage,2,ATLANTIC SOUTHEAST,Florida,Landing Roll,Unknown,False,False,Small,Some Cloud,Mourning dove,Y,0.0,0.0,0,No
202204,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,B-737-300,2 to 10,3,Unknown,7/12/00 0:00,No damage,2,SOUTHWEST AIRLINES,Alabama,Landing Roll,Unknown,False,False,Medium,Some Cloud,Unknown bird - medium,Y,0.0,0.0,0,Yes
205917,Airplane,PANAMA CITY - BAY COUNTY INTL,< 1000 ft,ATR-72,2 to 10,6,Unknown,7/15/00 0:00,No damage,2,ATLANTIC SOUTHEAST,Florida,Landing Roll,Unknown,False,False,Small,No Cloud,Mourning dove,Y,0.0,0.0,0,No
204602,Airplane,SUVA FIJI,< 1000 ft,A-320,2 to 10,5,Unknown,7/16/00 0:00,No damage,2,TRANSMERIDIAN AIRLINES,Unknown,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,100.0,0,No
205350,Airplane,OXNARD ARPT,< 1000 ft,C-172,2 to 10,4,Unknown,7/17/00 0:00,No damage,1,PRIVATELY OWNED,California,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,100.0,0,No
203335,Airplane,PORTLAND INTL (OR),< 1000 ft,B-737-500,2 to 10,7,Unknown,7/18/00 0:00,No damage,2,UNITED AIRLINES,Oregon,Landing Roll,Unknown,False,False,Medium,Overcast,American crow,Y,0.0,0.0,0,Yes
204308,Airplane,MORRISTOWN MUNICIPAL ARPT,< 1000 ft,DA-20 FALCON,2 to 10,3,Unknown,7/19/00 0:00,No damage,2,BUSINESS,New Jersey,Take-off run,Rain,False,False,Small,Some Cloud,European starling,Y,0.0,0.0,0,No
200758,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,B-737-200,2 to 10,2,Unknown,7/20/00 0:00,No damage,2,US AIRWAYS*,Kentucky,Climb,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,N,0.0,20.0,0,Yes
204677,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,B-737-200,2 to 10,4,Unknown,7/21/00 0:00,No damage,2,US AIRWAYS*,Kentucky,Landing Roll,Rain,False,False,Small,Overcast,Mourning dove,N,0.0,0.0,0,Yes
205312,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,SAAB-340,2 to 10,4,Aborted Take-off,7/21/00 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Take-off run,Unknown,False,False,Small,Some Cloud,Western meadowlark,N,0.0,0.0,0,No
206984,Airplane,PANAMA CITY - BAY COUNTY INTL,< 1000 ft,ATR-72,2 to 10,6,Unknown,7/22/00 0:00,No damage,2,ATLANTIC SOUTHEAST,Florida,Take-off run,Unknown,False,False,Small,Some Cloud,Mourning dove,Y,0.0,0.0,0,No
203849,Airplane,TRENTON MERCER ARPT,< 1000 ft,BE-400 BJET,2 to 10,8,Unknown,7/22/00 0:00,No damage,2,BUSINESS,New Jersey,Climb,Unknown,False,False,Small,No Cloud,European starling,Y,0.0,350.0,0,No
203187,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,CL-RJ100/200,2 to 10,8,Unknown,7/23/00 0:00,No damage,2,COMAIR AIRLINES,Kentucky,Take-off run,Unknown,False,False,Small,No Cloud,Eastern meadowlark,Y,0.0,0.0,0,No
205741,Airplane,PORTLAND INTL (OR),< 1000 ft,C-402,2 to 10,7,Unknown,7/24/00 0:00,No damage,2,AMERIFLIGHT,Oregon,Approach,Unknown,False,False,Small,No Cloud,European starling,Y,0.0,200.0,0,No
203630,Airplane,PANAMA CITY - BAY COUNTY INTL,< 1000 ft,SAAB-340,2 to 10,9,Unknown,7/28/00 0:00,No damage,2,PINNACLE,Florida,Climb,Unknown,False,False,Small,Some Cloud,Mourning dove,N,0.0,50.0,0,No
203455,Airplane,TETERBORO AIRPORT,< 1000 ft,DA-2000,2 to 10,5,Unknown,7/28/00 0:00,No damage,2,BUSINESS,New Jersey,Take-off run,Unknown,False,False,Small,Overcast,European starling,N,0.0,0.0,0,No
202567,Airplane,SANFORD REGIONAL ARPT,< 1000 ft,HAWKER-SDLY HS125,2 to 10,4,Unknown,7/28/00 0:00,No damage,2,BUSINESS,Maine,Approach,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,50.0,0,No
202382,Airplane,PANAMA CITY - BAY COUNTY INTL,< 1000 ft,C-560,2 to 10,8,Unknown,7/30/00 0:00,No damage,2,BUSINESS,Florida,Landing Roll,Unknown,False,False,Small,Some Cloud,Mourning dove,N,0.0,0.0,0,No
200793,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,A-300,2 to 10,9,Unknown,8/4/00 0:00,No damage,2,AMERICAN AIRLINES,New Jersey,Landing Roll,Unknown,False,False,Medium,No Cloud,Mallard,N,0.0,0.0,0,No
205461,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,SAAB-340,2 to 10,10,Unknown,8/5/00 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Unknown,False,False,Small,No Cloud,Mourning dove,N,0.0,0.0,0,No
203512,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,B-767,2 to 10,7,Unknown,8/6/00 0:00,No damage,2,DELTA AIR LINES,Kentucky,Approach,Unknown,False,False,Small,Overcast,Mourning dove,Y,0.0,100.0,0,Yes
201322,Airplane,MEMPHIS INTL,< 1000 ft,B-737-300,2 to 10,9,Aborted Take-off,8/6/00 0:00,Caused damage,2,UNITED AIRLINES,Tennessee,Take-off run,Unknown,False,False,Small,Some Cloud,Rock pigeon,N,0.0,0.0,0,Yes
203160,Airplane,GREATER ROCHESTER INTL,< 1000 ft,A-319,2 to 10,6,Unknown,8/6/00 0:00,No damage,2,AMERICAN AIRLINES,New York,Take-off run,Rain,False,False,Small,Overcast,Upland sandpiper,N,0.0,0.0,0,No
201114,Airplane,BALTIMORE WASH INTL,< 1000 ft,B-737-300,2 to 10,6,Unknown,8/6/00 0:00,No damage,2,US AIRWAYS*,Maryland,Landing Roll,Rain,False,False,Small,Overcast,Unknown bird - small,Y,0.0,0.0,0,Yes
202199,Airplane,PANAMA CITY - BAY COUNTY INTL,< 1000 ft,SAAB-340,2 to 10,10,Aborted Take-off,8/8/00 0:00,Caused damage,2,PINNACLE,Florida,Take-off run,Unknown,False,False,Small,No Cloud,Mourning dove,N,0.0,0.0,0,No
201407,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,FOKKER F100,2 to 10,7,Unknown,8/8/00 0:00,No damage,2,US AIRWAYS*,Alabama,Landing Roll,Unknown,False,False,Medium,No Cloud,American crow,Y,0.0,0.0,0,No
200672,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,B-737-300,2 to 10,4,Unknown,8/9/00 0:00,No damage,2,SOUTHWEST AIRLINES,Alabama,Approach,Rain,False,False,Medium,Some Cloud,Unknown bird - medium,N,0.0,100.0,0,Yes
208831,Airplane,SAINT HUBERT,< 1000 ft,HAWKER 1000,2 to 10,7,Unknown,8/10/00 0:00,No damage,2,EXECUTIVE JET AVIATION,Quebec,Landing Roll,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,N,0.0,0.0,0,No
201896,Airplane,RALEIGH-DURHAM INTL,< 1000 ft,B-727-200,2 to 10,10,Aborted Take-off,8/10/00 0:00,No damage,3,AMERICAN AIRLINES,North Carolina,Take-off run,Unknown,False,False,Large,Some Cloud,Canada goose,N,0.0,0.0,0,No
