Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Wildlife: Size,Conditions: Sky,Wildlife: Species,Pilot warned of birds or wildlife?,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
266230,Airplane,PORT-AU-PRINCE INTL,< 1000 ft,B-737-800,1,1,Unknown,8/19/09 0:00,No damage,2,AMERICAN AIRLINES,Unknown,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,Yes
266298,Airplane,JUAN SANTAMARIA INTL,< 1000 ft,B-757-200,1,1,Unknown,8/19/09 0:00,No damage,2,DELTA AIR LINES,Unknown,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,Yes
265959,Airplane,HONOLULU INTL ARPT,< 1000 ft,B-717-200,1,1,Unknown,8/19/09 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,100.0,0,No
265983,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,B-737-700,1,1,Unknown,8/19/09 0:00,No damage,2,SOUTHWEST AIRLINES,Kentucky,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,50.0,0,Yes
265982,Airplane,BALTIMORE WASH INTL,< 1000 ft,B-737-700,1,1,Unknown,8/19/09 0:00,No damage,2,SOUTHWEST AIRLINES,Maryland,Take-off run,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,0.0,0,Yes
265749,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,DC-9-50,1,1,Unknown,8/19/09 0:00,No damage,2,NORTHWEST AIRLINES,Michigan,Landing Roll,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,Y,0.0,0.0,0,No
267647,Airplane,GREATER PITTSBURGH,< 1000 ft,CL-RJ900,1,1,Unknown,8/19/09 0:00,No damage,2,PINNACLE,Pennsylvania,Landing Roll,Unknown,False,False,Small,Some Cloud,Unknown bird - small,Y,0.0,0.0,0,No
265981,Airplane,JACKSONVILLE INTL,< 1000 ft,B-737-300,1,1,Unknown,8/19/09 0:00,No damage,2,SOUTHWEST AIRLINES,Florida,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,200.0,0,Yes
267653,Airplane,LOGAN INTL,< 1000 ft,A-320,1,1,Unknown,8/19/09 0:00,No damage,2,UNITED AIRLINES,Massachusetts,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,500.0,0,No
264081,Airplane,DUBUQUE REGIONAL ARPT,< 1000 ft,BE-200 KING,1,1,Unknown,8/19/09 0:00,No damage,2,BUSINESS,Iowa,Take-off run,Unknown,True,False,Small,Overcast,Eastern kingbird,N,0.0,0.0,0,No
263528,Airplane,BLUE GRASS ARPT,< 1000 ft,CL-RJ100/200,1,1,Unknown,8/19/09 0:00,No damage,2,ATLANTIC SOUTHEAST,Kentucky,Take-off run,Unknown,True,False,Small,Some Cloud,European starling,Y,0.0,0.0,0,No
267483,Airplane,KAHULUI ARPT,< 1000 ft,B-767-300,1,1,Unknown,8/19/09 0:00,No damage,2,AMERICAN AIRLINES,Hawaii,Climb,Unknown,True,False,Small,No Cloud,Mourning dove,Y,0.0,50.0,0,Yes
266302,Airplane,ALBANY INTL,< 1000 ft,B-737-700,1,1,Unknown,8/19/09 0:00,No damage,2,SOUTHWEST AIRLINES,New York,Landing Roll,Unknown,True,False,Small,No Cloud,European starling,Y,0.0,0.0,0,Yes
267654,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,A-300,1,1,Unknown,8/19/09 0:00,No damage,2,UPS AIRLINES,Kentucky,Landing Roll,Unknown,True,False,Small,Overcast,Mourning dove,Y,0.0,0.0,0,No
265958,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,A-319,1,1,Unknown,8/19/09 0:00,No damage,2,FRONTIER AIRLINES,Texas,Landing Roll,Unknown,True,False,Small,Some Cloud,Western kingbird,Y,0.0,0.0,0,No
267484,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,MD-82,1,1,Other,8/19/09 0:00,No damage,2,AMERICAN AIRLINES,New Jersey,Taxi,Unknown,True,True,Small,No Cloud,House sparrow,Y,0.0,0.0,0,No
264079,Airplane,MONTGOMERY FIELD ARPT,< 1000 ft,PA-31 NAVAJO,1,1,Unknown,8/19/09 0:00,No damage,2,AMERIFLIGHT,California,Approach,Unknown,False,False,Small,No Cloud,Pigeons,N,0.0,2.0,0,No
266301,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,EMB-170,1,1,Unknown,8/19/09 0:00,No damage,2,REPUBLIC AIRLINES,North Carolina,Climb,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,30.0,0,No
266930,Airplane,WARSAW MUNICIPAL (IN),< 1000 ft,PA-32,1,1,Unknown,8/20/09 0:00,No damage,1,BUSINESS,Indiana,Take-off run,Unknown,False,False,Large,Some Cloud,Coyote,N,0.0,0.0,0,No
266324,Airplane,TAMPA INTL,< 1000 ft,B-737-400,1,1,Unknown,8/20/09 0:00,No damage,2,US AIRWAYS,Florida,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,Yes
265481,Airplane,ATLANTA INTL,< 1000 ft,B-757-200,1,1,Unknown,8/20/09 0:00,No damage,2,DELTA AIR LINES,Georgia,Climb,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,100.0,0,Yes
266321,Airplane,NASHVILLE INTL,< 1000 ft,B-737-300,1,1,Unknown,8/20/09 0:00,No damage,2,SOUTHWEST AIRLINES,Tennessee,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,100.0,0,Yes
267340,Airplane,BISMARCK MUNICIPAL ARPT,< 1000 ft,CL-RJ100/200,1,1,Unknown,8/20/09 0:00,No damage,2,SKYWEST AIRLINES,North Dakota,Climb,Unknown,True,False,Small,No Cloud,Mourning dove,N,0.0,100.0,0,No
266260,Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,SAAB-340,1,1,Unknown,8/20/09 0:00,No damage,2,COLGAN AIRWAYS,DC,Take-off run,Unknown,True,False,Small,Some Cloud,Eastern meadowlark,Y,0.0,0.0,0,No
265987,Airplane,GULFPORT BILOXI REGIONAL,< 1000 ft,EMB-145,1,1,Unknown,8/20/09 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Mississippi,Take-off run,Unknown,True,True,Small,Some Cloud,Mourning dove,N,0.0,0.0,0,No
265520,Airplane,ORLANDO SANFORD INTL AIRPORT,< 1000 ft,MD-82,1,1,Unknown,8/20/09 0:00,No damage,2,ALLEGIANT AIR,Florida,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,10.0,0,No
270172,Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,A-319,1,1,Unknown,8/20/09 0:00,No damage,2,UNITED AIRLINES,DC,Approach,Unknown,False,False,Small,Some Cloud,Unknown bird - small,Y,0.0,400.0,0,No
266144,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,ECLIPSE 500,1,1,Unknown,8/21/09 0:00,No damage,Unknown,BUSINESS,Alabama,Landing Roll,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,No
267140,Airplane,VENANGO REGIONAL,< 1000 ft,BE-1900,1,1,Unknown,8/21/09 0:00,No damage,2,GULFSTREAM INTL AIRLINES,Pennsylvania,Climb,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,10.0,0,No
266167,Airplane,NEW ORLEANS INTL,< 1000 ft,B-717-200,1,1,Unknown,8/21/09 0:00,No damage,2,AIRTRAN AIRWAYS,Louisiana,Take-off run,Rain,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,0.0,0,No
266721,Airplane,HAGERSTOWN REGIONAL,< 1000 ft,C-208,1,1,Unknown,8/21/09 0:00,No damage,1,BUSINESS,Maryland,Landing Roll,Unknown,True,False,Small,Overcast,American kestrel,N,0.0,0.0,0,No
265699,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,CRJ-440,1,1,Unknown,8/21/09 0:00,No damage,Unknown,PINNACLE,Michigan,Landing Roll,Unknown,True,False,Small,Some Cloud,European starling,Y,0.0,0.0,0,No
265695,Airplane,DUBOIS REGIONAL ARPT,< 1000 ft,BE-1900,1,1,Unknown,8/21/09 0:00,No damage,2,GULFSTREAM INTL AIRLINES,Pennsylvania,Take-off run,Unknown,True,False,Small,Some Cloud,European starling,Y,0.0,0.0,0,No
263958,Airplane,BALTIMORE WASH INTL,< 1000 ft,B-737-700,1,1,Unknown,8/21/09 0:00,No damage,2,SOUTHWEST AIRLINES,Maryland,Take-off run,Unknown,True,False,Small,No Cloud,Unknown bird - small,Y,0.0,0.0,0,Yes
265233,Airplane,TULSA INTL,< 1000 ft,MD-82,1,1,Unknown,8/21/09 0:00,No damage,2,AMERICAN AIRLINES,Oklahoma,Take-off run,Unknown,True,True,Small,Some Cloud,Mourning dove,N,0.0,0.0,0,No
266571,Airplane,BLUE GRASS ARPT,< 1000 ft,CL-RJ100/200,1,1,Unknown,8/21/09 0:00,Caused damage,2,ATLANTIC SOUTHEAST,Kentucky,Take-off run,Unknown,True,False,Medium,Overcast,Unknown bird - medium,N,0.0,0.0,0,No
267142,Airplane,BALTIMORE WASH INTL,< 1000 ft,B-737-700,1,1,Unknown,8/21/09 0:00,Caused damage,2,SOUTHWEST AIRLINES,Maryland,Approach,Unknown,True,False,Small,Some Cloud,House sparrow,Y,0.0,500.0,0,Yes
266459,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,CL-RJ700,1,1,Unknown,8/22/09 0:00,No damage,2,COMAIR AIRLINES,Kentucky,Landing Roll,Unknown,False,False,Small,Overcast,Unknown bird - small,Y,0.0,0.0,0,No
265401,Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,B-737-800,1,1,Unknown,8/22/09 0:00,No damage,2,AMERICAN AIRLINES,DC,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,50.0,0,Yes
266499,Airplane,DENVER INTL AIRPORT,< 1000 ft,A-319,1,1,Unknown,8/22/09 0:00,No damage,2,FRONTIER AIRLINES,Colorado,Landing Roll,Unknown,True,False,Large,No Cloud,Coyote,N,0.0,0.0,0,No
265235,Airplane,THEODORE FRANCIS GREEN STATE,< 1000 ft,CL-RJ100/200,1,1,Unknown,8/22/09 0:00,No damage,2,AIR WISCONSIN AIRLINES,Rhode Island,Climb,Unknown,True,False,Small,Some Cloud,European starling,N,0.0,25.0,0,No
267026,Airplane,ELMIRA/CORNING MUNICIPAL,< 1000 ft,CL-RJ100/200,1,1,Unknown,8/22/09 0:00,No damage,2,AIR WISCONSIN AIRLINES,New York,Take-off run,Fog,True,False,Small,Some Cloud,American kestrel,N,0.0,0.0,0,No
265234,Airplane,LOGAN INTL,< 1000 ft,EMB-190,1,1,Unknown,8/22/09 0:00,No damage,2,JETBLUE AIRWAYS,Massachusetts,Approach,Unknown,True,False,Large,Some Cloud,Unknown bird - large,Y,0.0,300.0,0,No
267454,Airplane,LOVELL FIELD ARPT,< 1000 ft,HAWKER 800,1,1,Unknown,8/22/09 0:00,No damage,2,BUSINESS,Tennessee,Landing Roll,Unknown,True,False,Small,No Cloud,Mourning dove,Y,0.0,0.0,0,No
266486,Airplane,KANSAS CITY INTL,< 1000 ft,B-737-700,1,1,Unknown,8/22/09 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Landing Roll,Unknown,True,True,Small,No Cloud,Barn swallow,Y,0.0,0.0,0,Yes
267028,Airplane,LAGUARDIA NY,< 1000 ft,B-757-200,1,1,Unknown,8/22/09 0:00,No damage,2,AMERICAN AIRLINES,New York,Approach,Unknown,False,False,Small,Some Cloud,Rock pigeon,N,0.0,100.0,0,Yes
266554,Airplane,SIOUX GATEWAY ARPT,< 1000 ft,CITATION X,1,1,Unknown,8/23/09 0:00,No damage,2,BUSINESS,Iowa,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,200.0,0,No
266109,Airplane,NEW ORLEANS INTL,< 1000 ft,B-737-300,1,1,Unknown,8/23/09 0:00,No damage,2,CONTINENTAL AIRLINES,Louisiana,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,250.0,0,Yes
265130,Airplane,BENITO JUAREZ INTL,< 1000 ft,B-737-800,1,1,Unknown,8/23/09 0:00,No damage,2,AMERICAN AIRLINES,Unknown,Climb,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,25.0,0,Yes
266080,Airplane,ORLANDO INTL,< 1000 ft,B-737-300,1,1,Unknown,8/23/09 0:00,No damage,2,SOUTHWEST AIRLINES,Florida,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,300.0,0,Yes
265128,Airplane,JAMES M COX DAYTON INTL,< 1000 ft,B-717-200,1,1,Unknown,8/23/09 0:00,No damage,2,AIRTRAN AIRWAYS,Ohio,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,50.0,0,No
264188,Airplane,BALTIMORE WASH INTL,< 1000 ft,C-402,1,1,Unknown,8/23/09 0:00,No damage,2,CAPE AIR,Maryland,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,500.0,0,No
263834,Airplane,ST. PAUL DOWNTOWN ARPT,< 1000 ft,CITATION,1,1,Unknown,8/23/09 0:00,No damage,2,UNKNOWN,Minnesota,Landing Roll,Unknown,True,False,Medium,No Cloud,Ring-billed gull,N,0.0,0.0,0,No
264286,Airplane,GREATER PEORIA REGIONAL ARPT,< 1000 ft,EMB-145,1,1,Unknown,8/23/09 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Illinois,Approach,Unknown,True,False,Small,No Cloud,Mourning dove,N,0.0,20.0,0,No
266735,Airplane,CLEVELAND-HOPKINS INTL ARPT,< 1000 ft,EMB-145,1,1,Unknown,8/23/09 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Landing Roll,Unknown,True,False,Small,Overcast,Killdeer,Y,0.0,0.0,0,No
263767,Airplane,PHILADELPHIA INTL,< 1000 ft,B-737-900,1,1,Unknown,8/23/09 0:00,No damage,2,CONTINENTAL AIRLINES,Pennsylvania,Landing Roll,Unknown,True,False,Small,No Cloud,Brown-headed cowbird,Y,0.0,0.0,0,Yes
266079,Airplane,KANSAS CITY INTL,< 1000 ft,B-737-300,1,1,Unknown,8/23/09 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Take-off run,Unknown,True,True,Small,No Cloud,Cliff swallow,Y,0.0,0.0,0,Yes
267519,Airplane,ORLANDO INTL,< 1000 ft,B-737-700,1,1,Unknown,8/24/09 0:00,No damage,2,SOUTHWEST AIRLINES,Florida,Approach,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,N,0.0,800.0,0,Yes
266756,Airplane,LAGUARDIA NY,< 1000 ft,B-737-700,1,1,Unknown,8/24/09 0:00,No damage,2,SOUTHWEST AIRLINES,New York,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,400.0,0,Yes
266577,Airplane,SALT LAKE CITY INTL,< 1000 ft,B-737-300,1,1,Unknown,8/24/09 0:00,No damage,2,SOUTHWEST AIRLINES,Utah,Landing Roll,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,0.0,0,Yes
266871,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,A-330,1,1,Unknown,8/24/09 0:00,No damage,2,DELTA AIR LINES,Michigan,Landing Roll,Unknown,False,False,Large,Some Cloud,Unknown bird - large,Y,0.0,0.0,0,No
262962,Airplane,KANSAS CITY INTL,< 1000 ft,B-737-700,1,1,Unknown,8/24/09 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,0.0,0,Yes
263837,Airplane,BALTIMORE WASH INTL,< 1000 ft,B-737-700,1,1,Unknown,8/24/09 0:00,No damage,2,SOUTHWEST AIRLINES,Maryland,Climb,Unknown,True,False,Medium,No Cloud,Ring-billed gull,Y,0.0,50.0,0,Yes
266517,Airplane,DES MOINES INTL,< 1000 ft,CITATION X,1,1,Unknown,8/24/09 0:00,No damage,2,BUSINESS,Iowa,Landing Roll,Unknown,True,False,Small,No Cloud,Rock pigeon,Y,0.0,0.0,0,No
266753,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,CL-RJ100/200,1,1,Unknown,8/24/09 0:00,No damage,2,PINNACLE,Michigan,Landing Roll,Fog,True,False,Small,Some Cloud,Barn swallow,Y,0.0,0.0,0,No
266872,Airplane,LEHIGH VALLEY INTL,< 1000 ft,B-727-200,1,1,Unknown,8/24/09 0:00,No damage,3,FEDEX EXPRESS,Pennsylvania,Climb,Unknown,True,False,Small,No Cloud,Killdeer,Y,0.0,50.0,0,No
267252,Airplane,MEMPHIS INTL,< 1000 ft,MD-80,1,1,Unknown,8/24/09 0:00,No damage,2,AMERICAN AIRLINES,Tennessee,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,No
265596,Airplane,FORT LAUDERDALE EXECUTIVE ARPT,< 1000 ft,C-152,1,1,Unknown,8/25/09 0:00,No damage,1,BUSINESS,Florida,Take-off run,Unknown,False,False,Small,Some Cloud,Blackbirds,N,0.0,0.0,0,No
267791,Airplane,ATLANTA INTL,< 1000 ft,B-757-200,1,1,Unknown,8/25/09 0:00,No damage,2,DELTA AIR LINES,Georgia,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,500.0,0,Yes
264868,Airplane,HOUSTON-HOBBY,< 1000 ft,B-737-700,1,1,Unknown,8/25/09 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Climb,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,35.0,0,Yes
264867,Airplane,CHICAGO MIDWAY INTL ARPT,< 1000 ft,B-737-300,1,1,Unknown,8/25/09 0:00,No damage,2,SOUTHWEST AIRLINES,Illinois,Landing Roll,Unknown,False,False,Small,No Cloud,American kestrel,N,0.0,0.0,0,Yes
267790,Airplane,NEW ORLEANS INTL,< 1000 ft,B-737-300,1,1,Unknown,8/25/09 0:00,No damage,2,CONTINENTAL AIRLINES,Louisiana,Approach,Unknown,False,False,Small,Some Cloud,Unknown bird - small,Y,0.0,100.0,0,Yes
266089,Airplane,BETHEL ARPT,< 1000 ft,B-737-400,1,1,Unknown,8/25/09 0:00,No damage,2,ALASKA AIRLINES,Alaska,Approach,Unknown,True,False,Medium,Some Cloud,Common raven,N,0.0,25.0,0,Yes
264744,Airplane,SOUTH BEND REGIONAL,< 1000 ft,LEARJET-31,1,1,Unknown,8/25/09 0:00,No damage,2,BUSINESS,Indiana,Take-off run,Unknown,True,False,Small,No Cloud,American kestrel,Y,0.0,0.0,0,No
263964,Airplane,NEW ORLEANS INTL,< 1000 ft,EMB-170,1,1,Unknown,8/25/09 0:00,No damage,2,REPUBLIC AIRLINES,Louisiana,Take-off run,Unknown,True,False,Small,No Cloud,Rock pigeon,Y,0.0,0.0,0,No
264175,Airplane,RALEIGH-DURHAM INTL,< 1000 ft,CL-RJ100/200,1,1,Unknown,8/26/09 0:00,No damage,2,AIR WISCONSIN AIRLINES,North Carolina,Landing Roll,Unknown,False,False,Small,Some Cloud,Unknown bird - small,Y,0.0,0.0,0,No
264189,Airplane,ONTARIO INTL ARPT,< 1000 ft,B-737-700,1,1,Unknown,8/26/09 0:00,No damage,2,SOUTHWEST AIRLINES,California,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,Yes
267173,Airplane,THEODORE FRANCIS GREEN STATE,< 1000 ft,B-737-700,1,1,Unknown,8/26/09 0:00,No damage,2,SOUTHWEST AIRLINES,Rhode Island,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,Yes
264190,Airplane,HOUSTON-HOBBY,< 1000 ft,B-737-300,1,1,Unknown,8/26/09 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,Yes
266142,Airplane,RICHMOND INTL,< 1000 ft,MD-88,1,1,Unknown,8/26/09 0:00,No damage,2,DELTA AIR LINES,Virginia,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,500.0,0,No
267397,Airplane,TED STEVENS ANCHORAGE INTL,< 1000 ft,A-320,1,1,Unknown,8/26/09 0:00,No damage,2,US AIRWAYS,Alaska,Approach,Unknown,False,False,Medium,Some Cloud,Unknown bird - medium,Y,0.0,75.0,0,No
265780,Airplane,IDAHO FALLS REGIONAL ARPT,< 1000 ft,SA227 AC METRO III,1,1,Unknown,8/26/09 0:00,No damage,2,AMERIFLIGHT,Idaho,Landing Roll,Unknown,False,False,Small,No Cloud,Mourning dove,Y,0.0,0.0,0,No
266767,Airplane,NEW ORLEANS INTL,< 1000 ft,B-737-500,1,1,Unknown,8/26/09 0:00,No damage,2,SOUTHWEST AIRLINES,Louisiana,Approach,Unknown,False,False,Small,Overcast,Unknown bird - small,Y,0.0,400.0,0,Yes
264907,Airplane,KANSAS CITY INTL,< 1000 ft,B-737-700,1,1,Unknown,8/26/09 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Climb,Unknown,False,False,Small,Some Cloud,Unknown bird - small,Y,0.0,20.0,0,Yes
264906,Airplane,SEATTLE-TACOMA INTL,< 1000 ft,B-737-700,1,1,Unknown,8/26/09 0:00,No damage,2,SOUTHWEST AIRLINES,Washington,Landing Roll,Unknown,False,False,Small,Some Cloud,Unknown bird - small,Y,0.0,0.0,0,Yes
266689,Airplane,LONG ISLAND MAC ARTHUR,< 1000 ft,B-737-300,1,1,Unknown,8/26/09 0:00,No damage,2,SOUTHWEST AIRLINES,New York,Take-off run,Unknown,False,False,Small,Some Cloud,Unknown bird - small,Y,0.0,0.0,0,Yes
262488,Airplane,SANTIAGO CIBAO INTL,< 1000 ft,A-320,1,1,Unknown,8/26/09 0:00,No damage,2,JETBLUE AIRWAYS,Unknown,Landing Roll,Unknown,True,False,Small,Some Cloud,Unknown bird - small,N,0.0,0.0,0,No
263511,Airplane,SEATTLE-TACOMA INTL,< 1000 ft,B-737-800,1,1,Unknown,8/26/09 0:00,No damage,2,ALASKA AIRLINES,Washington,Landing Roll,Unknown,True,False,Large,Some Cloud,Coyote,Y,0.0,0.0,0,Yes
266497,Airplane,LEHIGH VALLEY INTL,< 1000 ft,CL-RJ700,1,1,Unknown,8/26/09 0:00,No damage,2,ATLANTIC SOUTHEAST,Pennsylvania,Take-off run,Unknown,True,False,Medium,Some Cloud,Red-tailed hawk,Y,0.0,0.0,0,No
265832,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,CL-RJ100/200,1,1,Unknown,8/26/09 0:00,No damage,2,PINNACLE,Michigan,Landing Roll,Rain,True,False,Small,Overcast,Barn swallow,Y,0.0,0.0,0,No
265831,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,A-320,1,1,Unknown,8/26/09 0:00,No damage,2,NORTHWEST AIRLINES,Michigan,Landing Roll,Rain,True,False,Small,Overcast,Barn swallow,Y,0.0,0.0,0,No
264193,Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,A-318,1,1,Unknown,8/27/09 0:00,No damage,2,FRONTIER AIRLINES,Minnesota,Climb,Unknown,False,False,Small,No Cloud,European starling,Y,0.0,83.0,0,No
265653,Airplane,EPPLEY AIRFIELD,< 1000 ft,MD-82,1,1,Unknown,8/27/09 0:00,No damage,2,AMERICAN AIRLINES,Nebraska,Approach,Unknown,False,False,Small,Overcast,Unknown bird - small,N,0.0,100.0,0,No
266934,Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,B-737-300,1,1,Unknown,8/27/09 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Approach,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,500.0,0,Yes
266053,Airplane,PHILADELPHIA INTL,< 1000 ft,CL-RJ100/200,1,1,Unknown,8/27/09 0:00,No damage,2,AIR WISCONSIN AIRLINES,Pennsylvania,Approach,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,Y,0.0,175.0,0,No
267042,Airplane,ALBANY INTL,< 1000 ft,EMB-170,1,1,Unknown,8/27/09 0:00,No damage,2,REPUBLIC AIRLINES,New York,Approach,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,Y,0.0,200.0,0,No
266011,Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,B-737-800,1,1,Unknown,8/27/09 0:00,No damage,2,AMERICAN AIRLINES,DC,Climb,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,100.0,0,Yes
266473,Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,EMB-190,1,1,Unknown,8/27/09 0:00,No damage,2,JETBLUE AIRWAYS,Florida,Climb,Unknown,True,False,Large,Some Cloud,Great blue heron,Y,0.0,100.0,0,No
267041,Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,A-320,1,1,Unknown,8/27/09 0:00,No damage,2,NORTHWEST AIRLINES,Florida,Take-off run,Unknown,True,False,Small,Some Cloud,European starling,Y,0.0,0.0,0,No
267040,Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,CL-RJ100/200,1,1,Unknown,8/27/09 0:00,No damage,2,MESABA AIRLINES,Minnesota,Landing Roll,Unknown,True,True,Small,Some Cloud,Pectoral sandpiper,Y,0.0,0.0,0,No
266932,Airplane,LONG BEACH-DAUGH FLD,< 1000 ft,A-320,1,1,Unknown,8/27/09 0:00,No damage,2,JETBLUE AIRWAYS,California,Take-off run,Unknown,True,True,Small,No Cloud,Mourning dove,N,0.0,0.0,0,No
265763,Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,CL-RJ900,1,1,Unknown,8/27/09 0:00,Caused damage,2,COMAIR AIRLINES,DC,Climb,Unknown,True,False,Large,Some Cloud,Unknown bird - large,Y,0.0,200.0,0,No
264192,Airplane,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,B-737-900,1,1,Unknown,8/27/09 0:00,Caused damage,2,CONTINENTAL AIRLINES,Texas,Landing Roll,Unknown,True,True,Small,No Cloud,Barn swallow,Y,0.0,0.0,0,Yes
270173,Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,EMB-145,1,1,Unknown,8/27/09 0:00,No damage,2,CHAUTAUQUA AIRLINES,DC,Approach,Unknown,False,False,Large,Some Cloud,Canada goose,Y,0.0,25.0,0,No
267698,Airplane,KANSAS CITY INTL,< 1000 ft,MD-88,1,1,Unknown,8/28/09 0:00,No damage,2,DELTA AIR LINES,Missouri,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,700.0,0,No
267700,Airplane,JUAN SANTAMARIA INTL,< 1000 ft,EMB-190,1,1,Unknown,8/28/09 0:00,No damage,2,JETBLUE AIRWAYS,Unknown,Climb,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,400.0,0,No
266483,Airplane,LONG ISLAND MAC ARTHUR,< 1000 ft,C-172,1,1,Unknown,8/28/09 0:00,No damage,1,PRIVATELY OWNED,New York,Take-off run,Unknown,False,False,Small,Some Cloud,Unknown bird - small,Y,0.0,0.0,0,No
